Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00000094964.2 Gm15101 0 0 0 0 0 0
ENSMUSG00000095561.2 Gm8383 0 0 0 0 0 0
ENSMUSG00000094378.8 Gm15097 0 0 0 0 0 0
ENSMUSG00000082937.2 Gm15095 0 0 0 0 0 0
ENSMUSG00000084395.2 Gm15087 0 0 0 0 0 0
ENSMUSG00000095082.2 Gm15091 0 0 0 0 0 0
ENSMUSG00000095534.2 Gm15102 0 0 0 0 0 0
ENSMUSG00000081827.2 Gm15103 0 0 0 0 0 0
ENSMUSG00000094767.2 Gm8402 0 0 0 0 0 0
ENSMUSG00000120865.1 ENSMUSG00000120865 0 0 0 0 0 0
ENSMUSG00000048592.10 Gm5946 41 46 51 36.5 39.5 18
ENSMUSG00000087360.3 Gm15104 1 0 0 1 1 1
ENSMUSG00000081928.2 Gm15105 0 0 0 0 1 1
ENSMUSG00000041353.13 Tmem29 121 149.5 177.5 157 245 142
ENSMUSG00000082974.2 Gm15129 0 1 0 1 0 1
ENSMUSG00000081187.2 3110067C02Rik 2.33 7 4.67 8.33 11.33 7.33
ENSMUSG00000025269.17 Apex2 539 465 332 502.4 700.5 334.5
ENSMUSG00000025270.14 Alas2 2945 1453.5 370 2196 1701 515.5
ENSMUSG00000099172.3 Mir3620 0 0.5 0 0 0.5 0
ENSMUSG00000025271.14 Pfkfb1 391 405 1056 202.5 997.5 138
ENSMUSG00000025272.17 Tro 95 118 40 102.5 110 357
ENSMUSG00000081396.2 Gm15132 0 5 3 1 2 0
ENSMUSG00000082961.2 Gm15131 1 2 0 0 0 1
ENSMUSG00000025268.16 Maged2 1040 1062 439 1262 894 2592
ENSMUSG00000080582.3 Gm24907 0 1 0 0 2 3
ENSMUSG00000087149.10 Itih6 0 0 0 0 4.5 2.5
ENSMUSG00000098311.2 Gm27191 0 0 0 0 0.5 0
ENSMUSG00000121322.1 ENSMUSG00000121322 0 0 0 0 2 0.5
ENSMUSG00000081194.2 Gm8424 0 2 35 0 80.5 11
ENSMUSG00000025266.12 Gnl3l 411.5 536 599.2 575.2 585 608.7
ENSMUSG00000081782.2 Gm15152 0 1 2 3 1 1
ENSMUSG00000025265.15 Fgd1 96.5 135 62.5 128.5 99.5 252.5
ENSMUSG00000025264.13 Tsr2 200.5 204 248.5 219.5 204.5 216.5
ENSMUSG00000081942.2 Gm15149 0 0 0 0 0 0
ENSMUSG00000081625.2 Rps12-ps7 0 0 0 0 0 0
ENSMUSG00000086286.2 Gm15138 0 0 0 0 0 1
ENSMUSG00000041245.14 Wnk3 23.5 25.5 14 24.5 27 57.5
ENSMUSG00000083596.5 Rpl21-ps15 157.25 175.1 163.15 213.45 160.58 186.83
ENSMUSG00000064524.3 Gm26441 0 1 0 0 0 0
ENSMUSG00000084771.10 A230072E10Rik 13 24 23 16 31.5 15.5
ENSMUSG00000025262.9 Fam120c 272.5 273.5 399 207.5 468.5 219
ENSMUSG00000064416.3 Gm22248 1 0 0 1 0 0
ENSMUSG00000084166.2 Gm6451 9.65 9.17 10.88 24 19.38 24.87
ENSMUSG00000082423.2 Gm15148 3.43 3.8 2.8 6.6 3.97 4.3
ENSMUSG00000041229.16 Phf8 543 485 592 655 811 557
ENSMUSG00000064665.3 Gm24460 2 3 0 1 1 3
ENSMUSG00000082342.2 Gm5395 0 2 1 3 1 0
ENSMUSG00000081331.2 Gm15151 0 0.33 0.5 0.33 0 0
ENSMUSG00000083379.2 Gm4919 0 0 0 0 0 0
ENSMUSG00000118781.1 n-R5s13 0 0 0 0 0 0
ENSMUSG00000083719.2 Gm15161 0 0 0 0 0 0
ENSMUSG00000025261.19 Huwe1 5702.1 6453.7 7582.4 6309.7 9068.1 6823.3
ENSMUSG00000093219.3 Mir3113 16.5 10.5 24 16.5 13.5 29.5
ENSMUSG00000065602.3 Mirlet7f-2 0 1 0 0 0 1
ENSMUSG00000065536.4 Mir98 0 1 1 2 5 0
ENSMUSG00000082778.2 Gm15191 88 71.4 139.95 57.4 66.65 49.8
ENSMUSG00002076803.1 Gm54539 0 0 0 0 0 0
ENSMUSG00000025260.11 Hsd17b10 1095 920 1864 683 1162 502
ENSMUSG00000025257.6 Ribc1 15 25 18 20 22 8
ENSMUSG00000041133.12 Smc1a 1359 1807 1492 2252 1824 1970
ENSMUSG00000083474.2 Gm15267 87.38 87.13 88.03 114.62 71.67 81.05
ENSMUSG00000081306.2 Gm15266 0 0 0 0 0 0
ENSMUSG00000041115.19 Iqsec2 314 293 322 359 536 595
ENSMUSG00000025332.15 Kdm5c 1533 1912 1499 2014 1750 1797
ENSMUSG00000087403.10 Kantr 50 43.2 35 81 80 58
ENSMUSG00002076760.1 Gm54596 1 0 2 1 0 0
ENSMUSG00000041096.14 Tspyl2 181.5 271 266 307.5 360.5 282.5
ENSMUSG00000056679.14 Gpr173 16 13.5 8 14 26 44
ENSMUSG00000084885.8 3010001F23Rik 2 2.5 2 1.5 6.5 7.7
ENSMUSG00000087235.2 Gm4750 23.83 33 10.33 51.5 14.33 26.17
ENSMUSG00000087569.2 Actb-ps1 149.33 229.17 55.33 310 84.83 163.17
ENSMUSG00000091863.3 Cldn34a 0 0 0 0 0 0
ENSMUSG00000083948.2 Gm7158 0 0 0 0 0 0
ENSMUSG00000081993.2 Gm8475 0 0 0 0 0 0
ENSMUSG00000045180.14 Shroom2 38 63 46 135 55 100
ENSMUSG00000025333.11 Gpr143 0 0 0 0 0 0
ENSMUSG00000088383.4 Gm24687 0 0 0 0 0 0
ENSMUSG00000083440.2 Rpl7a-ps12 0 0 0 1.2 1 0
ENSMUSG00000095597.3 Rps7-ps3 401.85 376.01 317.16 517.95 405.13 552.95
ENSMUSG00002076348.1 Gm55604 6489.62 4482.64 4583.47 7082.17 3318.81 2913.41
ENSMUSG00000067215.6 Usp51 0 0 0 0 0 1
ENSMUSG00000047238.5 Mageh1 107 125 107 106 134 304
ENSMUSG00000085982.2 9530051G07Rik 5 8 3 4.5 7.5 2
ENSMUSG00000084275.4 Gm5396 0 0 1 1.5 0 0
ENSMUSG00000098118.2 Gm26960 0 0 0 0 0 0
ENSMUSG00000071665.11 Foxr2 0 1 0 0 0 0
ENSMUSG00000041658.13 Rragb 12 16 9 14 6 5
ENSMUSG00000082733.2 Gm15153 1 0 0 0 0 0
ENSMUSG00000041649.14 Klf8 37 42 22 62 36 36
ENSMUSG00000080743.3 Gm7150 0 0 0 0 0 1
ENSMUSG00000050148.10 Ubqln2 329 287 336 425 480 612
ENSMUSG00000080799.2 Gm15166 0 0 0 0 0 0
ENSMUSG00000048573.11 Cypt3 0 0 0 0 0 0
ENSMUSG00000119184.1 Gm25793 0 0 0 0 0 0
ENSMUSG00000083488.2 Gm8534 0 1 0 0 0 0
ENSMUSG00000041633.15 Kctd12b 611 953 734 869 942 497
ENSMUSG00000109128.2 Gm45022 20 19.5 13.5 21.5 17 17.5
ENSMUSG00000086316.9 Nbdy 153 147.5 144.5 149.5 181 153.5
ENSMUSG00000082906.2 Smt3h1-ps 1 4 4 4 3 4
ENSMUSG00000046550.9 Spin2c 7 3 1 3 4 17
ENSMUSG00000065648.3 Gm25895 0 0 0 0 0 0
ENSMUSG00000094802.8 Samt1 0 0 0 0 0 0
ENSMUSG00000094577.9 Samt1b 0 0 0 0 0 0
ENSMUSG00000121587.1 Gm5645 0 0 0 0 0 0
ENSMUSG00000096867.2 Samt1c 0 0 0 0 0 0
ENSMUSG00000094427.2 Gm15143 0 0 0 0 0 0
ENSMUSG00000095065.2 Gm5947 0 0 0 0 0 0
ENSMUSG00000094592.2 Samt1d 0 0 0 0 0 0
ENSMUSG00000093899.2 Gm5645 0 0 0 0 0 0
ENSMUSG00000094118.3 Gm16445 0 0 0 0 0 0
ENSMUSG00000082751.2 Gm6620 0 0 0 0 0 0
ENSMUSG00000082462.2 Gm15147 0 0 0 0 0 0
ENSMUSG00000083978.2 Gm5060 0 0 0 0 0 0
ENSMUSG00000081870.2 Gm15141 0 0 0 0 0 0
ENSMUSG00000059663.2 Samt2b 0 0 0 0 0 0
ENSMUSG00000081502.2 Gm5646 0 0 0 0 0 0
ENSMUSG00000082584.2 Gm8569 0 0 0 0 0 0
ENSMUSG00000025051.2 Samt4 0 0 0 0 0 0
ENSMUSG00000072888.3 Samt2 0 0 0 0 0 0
ENSMUSG00000084367.4 Gm15142 0 0 0 0 0 0
ENSMUSG00000064818.3 Gm22359 0 0 0 0 0 0
ENSMUSG00000082197.2 Gm8577 25 31.5 25.5 54.5 27 37
ENSMUSG00000072100.5 Cldn34b1 0.5 0 0 0 0 0
ENSMUSG00000063728.11 Magea6 0 0 0 0 0 0
ENSMUSG00000094196.3 Magea3 0 0 0 0 0 0
ENSMUSG00000083554.2 Gm6645 36.5 33.5 26 44 40.5 58.5
ENSMUSG00002075357.1 Gm25257 0 0 0 0 0 0
ENSMUSG00000079350.3 Magea8 0 0 0 0 0 0
ENSMUSG00000055746.10 Magea2 0 0 0 0 0 0
ENSMUSG00002075311.1 Gm24268 0 0 0 0 0 0
ENSMUSG00000079349.10 Magea5 0 0 0 0 0 0
ENSMUSG00000096644.2 Magea1 0 0 0 0 0 0
ENSMUSG00000057402.6 Cldn34b2 0.5 1 0 1 0 0
ENSMUSG00000088232.3 Gm25429 0 0 0 0 0 0
ENSMUSG00000045694.5 Gm4997 0 1 2 0.5 1 1
ENSMUSG00000083823.4 Amd-ps1 2.8 5.1 3.8 5 3.4 2.25
ENSMUSG00000081364.2 Gm8595 0 0 0 1 0 0
ENSMUSG00000082560.2 Gm15157 0 0 0 0 0 0
ENSMUSG00000025283.16 Sat1 1624 2007.5 512.5 2657.5 1223 1720.83
ENSMUSG00000084065.2 Gm15159 0 0 0 0 0 0
ENSMUSG00000025287.16 Acot9 1285 1119 932.5 1066.5 814.5 896.5
ENSMUSG00000052157.5 Gm650 2 23 7.5 26 23 17
ENSMUSG00000025289.16 Prdx4 597 732 339 944 541 1213
ENSMUSG00000081821.2 Gm15158 0 0 0 0 0 0
ENSMUSG00000083362.2 Gm8606 1 0 0.58 0 0.75 0
ENSMUSG00002076897.1 Gm54626 0 0 0 0 0 0
ENSMUSG00000041552.8 Ptchd1 18 34.5 7 16.5 9.5 3.5
ENSMUSG00000084932.2 Gm15156 1 2.5 0 1.5 2.5 1.5
ENSMUSG00000055109.6 Gm15155 1 0 0 0 1 0
ENSMUSG00000081386.2 Gm15160 0 0 0 0 0 0
ENSMUSG00000064477.3 Gm23404 0 0 0 0 0 0
ENSMUSG00000082612.2 4930503H13Rik 0 0 0 0 0 0
ENSMUSG00000083573.2 Gm7312 0 0 2 0 0 0
ENSMUSG00000084246.2 Gm15162 0 0 0 0 0 0
ENSMUSG00000085711.5 Gm15163 383.5 397 341.5 241.5 280.5 120.5
ENSMUSG00002076703.1 Gm54630 0 0 0 0 0 0
ENSMUSG00000057457.12 Phex 1 4 0 5.4 5 3
ENSMUSG00002076812.1 Gm54632 0 0 0.45 0.5 0 0
ENSMUSG00000077609.3 Gm25795 0 0 0 0 0 0
ENSMUSG00000082708.2 Gm15172 0 0 0 0 0 0
ENSMUSG00000083841.2 Gm1947 2.75 5.25 1.5 2.5 3.25 1.25
ENSMUSG00000077422.3 Gm24281 0 0 0 0 0 0
ENSMUSG00000071708.12 Sms 208.37 292.32 124.15 354.37 304.12 242.48
ENSMUSG00000046873.19 Mbtps2 294.5 367.7 306 405.5 420 401
ENSMUSG00000082002.2 Gm6568 19 22 38 22 20.5 18.5
ENSMUSG00000091736.4 Yy2 21.5 36.5 8 54.5 35 38
ENSMUSG00000081415.2 Gm15176 0 1 0 1 2 0
ENSMUSG00000083636.2 Gm15175 0 1 0 0 0 0
ENSMUSG00000081222.2 Gm15173 1 0 0 1 0 0.5
ENSMUSG00002075957.1 Gm54648 0 0 0 0 0 0
ENSMUSG00000081505.2 Gm8644 4 4 2 1 2 4
ENSMUSG00000083117.2 Gm15171 0 0 0 0 0 0
ENSMUSG00000083166.2 Gm8648 0 0 1 0 0 0
ENSMUSG00000041476.13 Smpx 4 13 295 1 1040 118
ENSMUSG00000086188.2 Gm15169 5 0 1 3 4 2
ENSMUSG00000047485.7 Klhl34 1 2 17 2 61 12
ENSMUSG00000025658.17 Cnksr2 5 7 8 3 18 8
ENSMUSG00000082076.2 Gm8659 2.5 1 5 0 2 0
ENSMUSG00000083136.2 Gm15170 0 0 0 0 0 0
ENSMUSG00000081797.2 Gm8662 1.2 0.5 0.2 0.7 0.33 2.2
ENSMUSG00000084270.2 Gm15177 0 0 0 0 0 0
ENSMUSG00000088896.3 Gm22522 0 0 0 0 0 0
ENSMUSG00000084210.2 Gm15168 0 0 0 0 0 0
ENSMUSG00000082026.2 Gm5764 2.8 1 2.8 5.4 3.6 2.8
ENSMUSG00000083316.2 Gm15185 1 0 0 1 0 0
ENSMUSG00000083625.2 Gm15188 0 0 0 1 0 0
ENSMUSG00000083127.2 Gm15189 0 0 0 1 0 2
ENSMUSG00000031309.16 Rps6ka3 2924 2477 2473 3264 3168 3370
ENSMUSG00000067194.7 Eif1ax 1351 1219 1453 1201 1239 1068
ENSMUSG00000083437.2 Gm15187 0 0 0 0 0 0
ENSMUSG00000041020.15 Map7d2 6 6 20 3 3 5
ENSMUSG00002075682.1 Gm54697 0 0 0 0 0 0
ENSMUSG00000044150.13 Bclaf3 170 249 116 274 218 216
ENSMUSG00000082693.4 Gm15190 18 18.5 11 15.5 10.5 8
ENSMUSG00000083906.2 Gm15186 2 4 0 5 6 4
ENSMUSG00000040990.18 Sh3kbp1 2062 1933.5 1659 2086 1283 1687.5
ENSMUSG00000031303.9 Map3k15 2448 1931 3391.5 847.5 1403.5 530
ENSMUSG00000083393.2 Gm15194 0 0 0 0 0 1
ENSMUSG00000082810.2 Gm8682 0 0 0 2 0 2
ENSMUSG00000031299.11 Pdha1 14651 11998.5 21220.5 4646.5 8341.5 3230
ENSMUSG00000082500.2 Gm15195 0 0 0 0 0 0
ENSMUSG00000083318.2 Gm15192 0 0 0 0 0 0
ENSMUSG00000083516.2 Gm15196 0 0 0 0 0 0
ENSMUSG00000081536.2 Gm15193 0 0 0 0 0 0
ENSMUSG00000031298.16 Adgrg2 199 163.5 252.5 38 392 536
ENSMUSG00000087505.2 Gm15241 194 132.5 31.5 13 14 16
ENSMUSG00000031295.14 Phka2 1217 957.5 1468.5 877 1883 796.5
ENSMUSG00000085695.2 Gm15243 45 39 78.5 31 78 41.5
ENSMUSG00000062168.13 Ppef1 6 6.5 2 11 5 15
ENSMUSG00000083945.2 Gm15242 0 0 0 0 2.5 1
ENSMUSG00000082449.2 Gm15244 0 0 0 0 0 0
ENSMUSG00000031293.14 Rs1 4 5 0 3 4 2
ENSMUSG00000031292.15 Cdkl5 91 137 58 103 110 95
ENSMUSG00000055691.6 Gja6 0 5 1 2 3 5
ENSMUSG00000000037.18 Scml2 42 33 10 41 31 84
ENSMUSG00000080983.2 Gm5419 0 0 0 0 0 0
ENSMUSG00000108981.2 Bend2 0 0 0 0 0 0
ENSMUSG00000081845.2 Prkaca-ps1 0 0 0 1 0 0
ENSMUSG00000043518.8 Rai2 108 51 192 35 287 44
ENSMUSG00000086540.3 Scml1 0 0 0 1 0 0
ENSMUSG00000059493.14 Nhs 21 23 17 42 44 38
ENSMUSG00000087571.2 Gm15202 0 0 0 0 0 0
ENSMUSG00000119084.1 Gm26317 1.2 0 0 1 1.2 0
ENSMUSG00000119452.1 Gm23794 0 0 0 0 0 1
ENSMUSG00002076355.1 Gm54996 0 0 0 0 0 0
ENSMUSG00002075955.1 Gm54997 0 0 0 0 0 0
ENSMUSG00000082625.2 Gm15204 19.67 32.33 21.67 33.17 33 32.33
ENSMUSG00000040855.16 Reps2 479 473 262 329 1025 627
ENSMUSG00000059461.8 Gm7331 601.28 501.22 738.11 534.53 420.27 382.88
ENSMUSG00000082007.2 Gm15206 1 0 1 2 5 1
ENSMUSG00000083963.2 Gm15203 0 0 0 0 0 0
ENSMUSG00002076833.1 Gm55016 0 0 0 0 0 0
ENSMUSG00002075276.1 Gm55017 0 0 0 0 0 0
ENSMUSG00000082571.2 Gm8737 0 0 0 0 0 0
ENSMUSG00000086034.2 Gm15201 0 0 1 1 0 4
ENSMUSG00002076423.1 Gm23786 0 0 0 0 0 0
ENSMUSG00000104536.3 Gm23786 0 0 0 0 0 0
ENSMUSG00000031353.14 Rbbp7 1260.5 1399 1399.5 1680.75 1531.75 1941.25
ENSMUSG00000038344.15 Txlng 626.5 914 914 689.75 1130.75 363.75
ENSMUSG00000084022.2 Gm16459 0 0 0 0 0 0
ENSMUSG00000082539.2 Gm15207 0 0 0 0 0 0
ENSMUSG00000088195.3 Gm23901 0 0 0 0 0 0
ENSMUSG00000031357.4 Syap1 2353 1906 3015 1508 2173 996
ENSMUSG00000092752.3 Mir3473a 0.25 0 0 1.4 0 0.2
ENSMUSG00000081917.2 Gm15209 0 0 0 0 0 0
ENSMUSG00000031360.15 Ctps2 578 669 937 770 843 636
ENSMUSG00000040808.5 S100g 15 32 1 12 5 5
ENSMUSG00002076194.1 Gm55105 0 0 0 0 0 0
ENSMUSG00000118912.1 Gm22746 0 0 0 0 0 0
ENSMUSG00000083225.2 Gm15215 0 0 0 0 0 0
ENSMUSG00000082598.2 Gm15212 0 0 0 0 0 0
ENSMUSG00000082970.2 Gm15214 0 0 0 0 0 0
ENSMUSG00000089423.3 Gm26007 0 0 0 0 0 0
ENSMUSG00000080778.2 Gm7199 0 0 0 0 0 0
ENSMUSG00000031364.3 Grpr 0 0 0 0 0 0
ENSMUSG00000083695.7 Rnf138rt1 0 0 0 0 0 0
ENSMUSG00000081699.2 Gm15213 0 0 0 1 0 0
ENSMUSG00000031367.16 Ap1s2 768.5 972 214 1470 1032.5 1091.5
ENSMUSG00000031370.13 Zrsr2 202 351 149 447 300 354
ENSMUSG00000120789.1 ENSMUSG00000120789 79 81 56 73 97 75
ENSMUSG00000031373.5 Car5b 1261 543.17 10034.17 343.5 5622.5 1014.5
ENSMUSG00000040749.12 Siah1b 45 42.5 21.33 62.17 37.5 78
ENSMUSG00000015401.13 Cltrn 0 1 0 1 1 0
ENSMUSG00002076347.1 Gm55127 0 0 0 0 0 0
ENSMUSG00000015405.16 Ace2 3 9 9 4 3 1
ENSMUSG00000031377.12 Bmx 21 35 25 24 22 30
ENSMUSG00002075879.1 Gm55172 0 0 0 0 0 0
ENSMUSG00000031379.14 Pir 111 105 161 75 119 115
ENSMUSG00000077542.3 Gm22023 0 0 0 0 1 0
ENSMUSG00000031380.11 Vegfd 207 146 309 159 485 584
ENSMUSG00000031381.17 Piga 92 151 73 255 112 188
ENSMUSG00000031382.15 Asb11 1 6 127 6 399 43
ENSMUSG00000081931.2 Gm15211 0 0 0 0 0 0
ENSMUSG00000031384.3 Asb9 0 0 0 0 0 1
ENSMUSG00000080834.2 Gm15216 0 0 0 0 0 0
ENSMUSG00000061778.11 Mospd2 600 710 468 1070 657 677
ENSMUSG00000047757.18 Fancb 49 96 20 135 40 141
ENSMUSG00000079600.3 Gm17604 0 0 0 0 0 0
ENSMUSG00000018589.9 Glra2 0 0 0 0 0 0
ENSMUSG00000082134.2 Gm15236 1 2 1 1.5 2.5 1
ENSMUSG00000119728.1 Gm22062 0 0 0 0 0 0
ENSMUSG00000081012.2 Gm15224 0 0 0 0 0 0
ENSMUSG00000083466.2 Gm15225 0 0 0 0 0 0
ENSMUSG00000040621.15 Gemin8 22.33 42 28 52 26 46.5
ENSMUSG00000084080.2 Gm15227 0 0 0 0 0 0
ENSMUSG00000031342.18 Gpm6b 289 443 242 508 450 564
ENSMUSG00000040586.9 Ofd1 155 190 182 230 233.5 229.5
ENSMUSG00000079317.11 Trappc2 183.5 167 233.5 180.5 203.5 148
ENSMUSG00000079316.11 Rab9 921 757.5 703 542.2 588 414
ENSMUSG00000085880.5 Gm15229 0 0 0 2 0 0
ENSMUSG00000081875.2 Gm15223 9 1 7 9 6 8
ENSMUSG00000051224.14 Tceanc 113 101.5 135.5 120 138 112
ENSMUSG00000120664.1 ENSMUSG00000120664 26 21.5 49.5 17.5 25 16
ENSMUSG00000000402.3 Egfl6 4 0 6 0 4 0
ENSMUSG00000087677.2 Gm15226 0 0 0 0 0 0
ENSMUSG00000086860.2 Gm1720 1 0 0 5 0 1
ENSMUSG00000067147.8 Rpl7a-ps11 428.84 425.36 478.96 597.69 435.08 557.81
ENSMUSG00000084920.2 Gm15230 0 0 0 0 0 0
ENSMUSG00000082019.2 Gm15231 0 0 0 0 0 0
ENSMUSG00002075445.1 Gm55322 0 0 0 0 0 0
ENSMUSG00002075112.1 Gm55323 0 0 0 0 0 0
ENSMUSG00000082360.2 Gm8814 1 1 0 1 0 1
ENSMUSG00000086008.9 Gm8817 0 0 0 2 0 0
ENSMUSG00000084806.3 Gm15232 3 7 1 5 1 2
ENSMUSG00000087340.2 Gm15228 4 5 2 0 3 0
ENSMUSG00000120251.1 ENSMUSG00000120251 0 0 0 1 0 0
ENSMUSG00000049775.17 Tmsb4x 15513 17881 4197 27711 10412 18630
ENSMUSG00000040522.6 Tlr8 779 901 188 1412 711 733
ENSMUSG00000044583.14 Tlr7 745 819 289 1429 777 915
ENSMUSG00000025742.6 Prps2 335 346 165.5 487 339 412
ENSMUSG00000086258.2 Gm15239 0 0 1 0 0 0.5
ENSMUSG00000088451.3 Gm26368 0 0 0 0 0 0.5
ENSMUSG00000081216.4 Gm6744 0 0 0 0 0 0
ENSMUSG00000049176.17 Frmpd4 0 1 1 0 2 2
ENSMUSG00000084378.2 Gm15238 2 0.5 6.5 2 0.5 3.5
ENSMUSG00002075504.1 Gm55333 0 0 0 0 0 0
ENSMUSG00000082915.2 Gm15240 0 0 0 0 0 0
ENSMUSG00000084180.2 Gm15237 0 0 0 0 0 0
ENSMUSG00000083611.2 Gm8832 0 0 0 0 0 0
ENSMUSG00000084014.4 Gm7209 3 2 0 2 1 0
ENSMUSG00002075674.1 Gm55334 0 0 0 0 0 0
ENSMUSG00000031358.18 Msl3 518 588 587 648 629 626
ENSMUSG00000081500.2 Gm15233 0 0 0 0 0 0
ENSMUSG00000031355.17 Arhgap6 175 258 77.5 279.5 259 414
ENSMUSG00000087201.2 Gm15261 21 71 15 82 81 49
ENSMUSG00000031354.17 Amelx 2 16 0 12 18 11
ENSMUSG00000031352.11 Hccs 758 767 453 624 373.5 328
ENSMUSG00002076929.1 Gm55349 0 0 0.5 0.5 2.5 3
ENSMUSG00000087159.8 Gm15246 4 3 0 4 2 2.5
ENSMUSG00000081137.4 BC022960 7 3 4 12 6 4.5
ENSMUSG00000087587.2 Gm15245 0 0 0 0 0 0
ENSMUSG00000035299.17 Mid1 113.58 188.58 37.58 240.03 121.83 361.25
ENSMUSG00000065716.4 Gm25651 1 7 0 6 6 7
ENSMUSG00000055357.9 Capza1b 10 11 3 8 36 31
ENSMUSG00000121571.1 ENSMUSG00000121571 17.5 18 10 22.5 29.5 55.5
ENSMUSG00000072844.7 G530011O06Rik 57.37 114.07 5.2 267.53 43.35 84.17
ENSMUSG00000087263.2 Gm15726 23.33 37.5 3.42 51.17 18.5 48.33
ENSMUSG00000086695.2 Gm15247 8.42 15.75 1.5 24.67 8.58 25.58
ENSMUSG00000095562.9 Gm55594 162.08 436.25 25.5 518.83 98.5 466.92
ENSMUSG00000093806.4 Asmt 0 0 0 0 0 0
ENSMUSG00000096661.2 Gm15069 0 0 0 0 0 0.5
ENSMUSG00000094276.2 Gm15068 0 0 0 0 0 0.5
ENSMUSG00000101796.2 1700020D14Rik 0 0 0 0 0 0
ENSMUSG00000101492.2 Gm29089 0 0 0 0 0 0
ENSMUSG00000100968.2 Gm2098 0 0 0 0 0 0
ENSMUSG00000053211.11 Zfy1 0 0 0 0 0 0
ENSMUSG00000069053.12 Uba1y 0 0 0 0.2 0 0
ENSMUSG00000101036.2 Gm28588 0 0 0 0 0 0
ENSMUSG00000101107.2 Gm28587 0 0 0 0 0 0
ENSMUSG00000101666.2 Rhoay-ps3 0 0 0 0 0 0
ENSMUSG00000056673.15 Kdm5d 459.03 721.47 360.35 780.6 758.92 652.63
ENSMUSG00000075874.2 n-R5s1 0 0 0 0 0 0
ENSMUSG00002076920.1 Gm54351 0 0 0 0 0 0
ENSMUSG00000069049.12 Eif2s3y 597 969 884 884 1020 390
ENSMUSG00000099876.2 Gm29650 19 14 21 11 32 3
ENSMUSG00000121462.1 Tspy-ps 0 0.5 0 0.5 0 1
ENSMUSG00000091749.9 Tspy-ps 0 0.5 0 0.5 1 0
ENSMUSG00000068457.15 Uty 686 1150.45 799.25 1033.25 1164.4 717
ENSMUSG00000069045.12 Ddx3y 955 1447 1791 1526 2183 1187
ENSMUSG00000101059.2 Gm4017 3 7 3 3 5 4
ENSMUSG00000099809.2 Gm18665 2.2 12.2 0 10.2 5 10.6
ENSMUSG00000069044.7 Usp9y 0 0 0 0 0 0
ENSMUSG00000077793.4 Gm25565 0 0 0 0 0 0
ENSMUSG00000100842.2 Gm17790 0 0 0 0 0 0
ENSMUSG00000101947.2 Gm29167 0 0 0 0 0 0
ENSMUSG00000100619.2 Gm8446 0 0 0 1 0 0
ENSMUSG00000100877.2 Gm28534 0 0 0 0 0 0
ENSMUSG00000100576.2 Gm28975 0 0 0 0 0 0
ENSMUSG00000100326.2 Gm28974 0 0 0 0 0 0
ENSMUSG00000100356.2 Gm18797 0 0 0 0 0 0
ENSMUSG00000101443.2 Rhoay-ps1 0 0 0 0 0 0
ENSMUSG00000000103.13 Zfy2 0 0 0 0 0 0
ENSMUSG00000099614.2 Uba1y-ps2 0 0 0 0 0 0
ENSMUSG00000099973.2 Gm18796 0 0 0 0 0 0
ENSMUSG00000099888.2 Gm29552 0 0 0 0 0 0
ENSMUSG00000100445.2 Gm29550 0 0 0 0 0 0
ENSMUSG00000102072.2 Gm29551 0 0 0 0 0 0
ENSMUSG00000101290.2 Gm8480 0 0 0 0 0 0
ENSMUSG00000100103.2 Gm29553 0 0 0 0 0 0
ENSMUSG00002075837.1 Gm54352 0 0 0 0 0 0
ENSMUSG00000102120.2 Gm28630 0 0 0 0 0 0
ENSMUSG00000099445.2 Gm28629 0 0 0 0 0 0
ENSMUSG00000094881.4 H2al2c 0 0 0 0 0 0
ENSMUSG00000099748.2 Uba1y-ps1 0 0 0 0 0 0
ENSMUSG00000069036.4 Sry 0 0 0 0 0 0
ENSMUSG00000101064.2 Gm18798 0 0 0 0 0 0
ENSMUSG00000095573.4 H2al2b 0 0 0 0 0 0
ENSMUSG00000101114.2 Gm28628 0 0 0 0 0 0
ENSMUSG00000102053.2 Gm4064 0 0 0.2 0 0 0
ENSMUSG00000100700.2 Gm6137 0 0 0 0 0 0
ENSMUSG00000101066.2 Gm8498 0 0 0 0 0 0
ENSMUSG00000094658.8 Rbmy 0 0 0 0 0 0.2
ENSMUSG00000095852.8 Gm10256 0 0 0 0 0 0
ENSMUSG00000100145.2 Gm8502 0 0 0 0 0 0
ENSMUSG00000099405.2 Gm8506 0 0 0 0 0 0
ENSMUSG00000091987.9 Gm10352 0 0 0 0 0 0
ENSMUSG00000099728.2 Gm8510 0 0 0 0 0 0
ENSMUSG00000101667.2 Gm29289 0 0 0 0 0 0
ENSMUSG00000093918.8 Gm21677 0 0 0.2 0 0 0
ENSMUSG00000099455.2 Gm29288 0 0 0 0 0 0
ENSMUSG00000094511.8 Gm21693 0 0 0.2 0 0 0.2
ENSMUSG00000101141.2 Gm21139 0 0 0 0 0 0
ENSMUSG00000093987.8 Gm21704 0 0 0 0 0 0.2
ENSMUSG00000100285.2 Gm21147 0 0 0 0 0 0
ENSMUSG00000095948.8 Gm21708 0 0 0.2 0 0 0.2
ENSMUSG00000100960.2 Gm21156 0 0 0 0 0 0
