Geneid	gene_name	Foam_1	Foam_2	Foam_3	NonFoam_1	NonFoam_2	NonFoam_3
ENSMUSG00000113192.2	Gm18032	83.50	73.50	56.50	59.50	42.50	82
ENSMUSG00000114186.2	Gm48681	0	0	0	4	0	0
ENSMUSG00000113091.2	Gm9279	0	0	0	1	0	0
ENSMUSG00000114137.2	Gm48685	10.67	12.83	6.50	5.83	7.50	14.50
ENSMUSG00000112946.2	Gm9280	71.22	76.68	51.97	53.83	61.50	101.83
ENSMUSG00000113460.2	Gm48686	0	0	0	0	0	0
ENSMUSG00002075469.1	Gm54747	0	0	0	0	0	0
ENSMUSG00000048004.16	Tmem196	0	1	0	4	1	1
ENSMUSG00000098707.2	Gm27236	0	0	0	0	0	0
ENSMUSG00000113740.2	Gm8598	0.83	4	0	0.33	0	0.83
ENSMUSG00000113763.2	Gm49287	0	0	0	0	0	0
ENSMUSG00000121348.1	ENSMUSG00000121348	0	0.10	0	0.10	0	0.50
ENSMUSG00000113784.2	Gm46400	0	0.50	0	1.50	2	0
ENSMUSG00000091834.4	Gm17177	0	0.10	0	0.10	0	0
ENSMUSG00000113920.2	Gm18783	0	0	0	0.20	0.33	0
ENSMUSG00000113560.2	Gm48519	0	0	0	0	0.50	0
ENSMUSG00000113651.2	Gm4900	23	11	25.50	42.17	12	33.83
ENSMUSG00000112973.2	Gm48520	0	0	0	1	0	0
ENSMUSG00000121349.1	Speer6-ps1	0	0.20	0	3	1.20	1
ENSMUSG00000091304.4	Speer6-ps1	0	0	0	0	0	0
ENSMUSG00000113271.2	Gm40653	1	0	0	1.50	1.75	0
ENSMUSG00000114003.2	Gm9616	1543.56	1400.43	1256.51	931.63	1407.46	2581.10
ENSMUSG00000112968.2	Gm48530	0	0	0	0	0	0
ENSMUSG00000113636.2	Gm8616	5.50	3	9.50	6	13.50	14
ENSMUSG00000121350.1	ENSMUSG00000121350	0.50	0	0.25	7.40	3.60	1.05
ENSMUSG00000096107.4	Gm16505	0.50	0	0.25	1	1	0.25
ENSMUSG00000113534.2	Gm19163	0	0	0	0	0	27.83
ENSMUSG00000097709.10	2810429I04Rik	6.50	2.70	0.40	39.28	34.35	9.30
ENSMUSG00000021218.11	Gdi2	16262.50	12940.50	15004	11260.45	17073.73	20447.15
ENSMUSG00000113894.2	Gm48838	1	2	16	4	4	1
ENSMUSG00000033799.11	Tasor2	49.00	112.90	99.10	166.95	32.50	68.45
ENSMUSG00000033781.8	Asb13	65	69	225	92.20	189	326
ENSMUSG00002075945.1	Gm54910	0	0	0	0	0	0
ENSMUSG00000113759.2	Gm47695	0	0.50	0	1	0	0
ENSMUSG00000113259.2	Gm35190	0	0.50	0	0	0	1
ENSMUSG00000063130.5	Calml3	0	0	0	0	2	1
ENSMUSG00000114091.2	Gm40655	0	1	1	0.20	0	1
ENSMUSG00000033765.6	Calm4	0	0	0	31	0	0
ENSMUSG00000099269.4	Calm5	0	0	0	0.50	0	0
ENSMUSG00000021215.16	Net1	31.50	13.50	41.50	70.50	43.50	43
ENSMUSG00000113128.2	Gm47813	0	33	1	1	0	0
ENSMUSG00000021216.8	Tubal3	0	0	0	2	0	2
ENSMUSG00000044988.8	Ucn3	1	0	0	1	1	3
ENSMUSG00002075714.1	Gm54917	0	0	0	0.40	0.20	0.40
ENSMUSG00000113667.2	Gm47853	0	2	0	2.53	0	0.20
ENSMUSG00000110055.2	Gm18857	0	2	0	0	0	0
ENSMUSG00000033715.16	Akr1c14	0	0	0	3	1	0
ENSMUSG00000113788.2	Gm47904	0	0	0	1	0	1
ENSMUSG00000113517.2	Gm47905	0	0	0	3.20	5	1.20
ENSMUSG00000021214.15	Akr1c18	0	0	0	0	0	1
ENSMUSG00000113744.2	Gm47925	0	0	0	0	0	0
ENSMUSG00000112986.2	Gm2123	0	0	0	2	0	1
ENSMUSG00000021213.13	Akr1c13	987.33	921.83	1127.83	518	696	1076.83
ENSMUSG00000071551.14	Akr1c19	0	1	0	1	1	4.33
ENSMUSG00000086265.2	Marcksl1-ps4	0	0	0	0	0	0
ENSMUSG00000021211.5	Akr1c12	216.33	164.50	186.83	141	133	242.83
ENSMUSG00000121353.1	ENSMUSG00000121353	3.80	3.40	4.00	7.30	7.80	7.20
ENSMUSG00000113004.2	Gm47951	0	0.20	0	2.20	0	0.80
ENSMUSG00000113175.3	Gm9973	0	0	0	0.50	0	0
ENSMUSG00000021210.17	Akr1c6	0	0	0	0	0	0
ENSMUSG00000113214.2	Gm48010	0	0	0	0	0	0
ENSMUSG00000054757.15	Akr1c20	0	0	0	1	0	0
ENSMUSG00000021207.10	Akr1c21	0	0	0	2	0	1
ENSMUSG00000045410.19	Akr1e1	1735	1644.20	2087	1703	2006	2372
ENSMUSG00000094772.3	Rpl29-ps2	96.33	76.83	70.17	38.80	64.40	123.60
ENSMUSG00000113717.2	Gm40658	0	0	0	0	0.25	0
ENSMUSG00000053499.5	Gm5444	0	0	0	0	0	1
ENSMUSG00000113866.2	Gm47450	11	0	0	0.20	0.60	0.60
ENSMUSG00000077473.3	Gm24790	0	0	0	0	0	0
ENSMUSG00000113668.2	Gm47451	13.50	15.50	22.50	6	10.50	17.50
ENSMUSG00000114098.2	Gm40660	0	0	0	2	0	0
ENSMUSG00000114053.3	Gm35330	2	0.20	1	4.20	3.20	0
ENSMUSG00002074972.1	Gm54969	0	0	0	0	0	0
ENSMUSG00000120440.1	ENSMUSG00000120440	4	0	2	23	27	31
ENSMUSG00000100625.8	1700016G22Rik	0	0	0	3	0	0
ENSMUSG00000000078.8	Klf6	5065	4105	4832	11751	12491	17067
ENSMUSG00000113757.2	Gm47507	23	81	36	39	0	20
ENSMUSG00000113017.2	Gm46401	0	6	5	0	1	0
ENSMUSG00002075218.1	Gm54978	0	0	0	2	0	0
ENSMUSG00000113054.2	Gm47514	0	0	0	0	0	0
ENSMUSG00000113483.2	Gm47548	0	0	0	0	0	0
ENSMUSG00000113765.2	Gm47549	0	0	0.20	0.70	1.25	0
ENSMUSG00000114097.2	Gm35615	0	2	0	0	0	0
ENSMUSG00000101540.3	Gm28465	0	0	0	0	0	0
ENSMUSG00000114195.2	2900042G08Rik	0	0	0	0	0	0
ENSMUSG00000021193.11	Pitrm1	536	422.50	744.50	434.50	475	318
ENSMUSG00000021196.15	Pfkp	1665	1059.50	1588.50	2359.50	1201	2132
ENSMUSG00000068324.6	Gm10029	223.63	179.48	140.15	138.35	192.95	394.29
ENSMUSG00000113545.2	Gm48238	0	0	0	0.20	0	0
ENSMUSG00000113932.2	2900024D18Rik	0	0	0	0	0	0
ENSMUSG00000114017.2	Gm40662	0.20	0	0	2.70	0	0
ENSMUSG00002076310.1	Gm55058	0	0	0	0	0	0
ENSMUSG00000113241.2	Gm40663	0	0	0	1.50	1	0
ENSMUSG00000113112.2	Gm8725	0	0	0	1	2	0
ENSMUSG00000113225.2	Gm36074	0	0	0	0	0	0
ENSMUSG00000112939.2	Gm48251	0	0	0	0	0	0
ENSMUSG00000113828.2	Gm48252	0	0	0	0	0	0
ENSMUSG00000113316.2	Gm48253	1	0	0	0	0	2
ENSMUSG00000113508.2	Gm9742	5	0	1.50	3.70	2.70	8
ENSMUSG00000113412.2	Gm5191	163.00	133.00	152.83	145.67	168.75	182.83
ENSMUSG00000114126.2	Gm48257	0	0	0	1	0	0
ENSMUSG00000052551.17	Adarb2	3	4.20	0	9.20	1	1
ENSMUSG00000113810.2	Gm48259	0	0	0	0	0	0
ENSMUSG00000113073.2	Gm48261	0	2	0.20	1	2	0
ENSMUSG00000072421.5	Gm10357	164.05	98.35	111.57	168.33	183.40	271.78
ENSMUSG00000113978.2	Gm48260	0	0.40	0	0.80	0.20	0.20
ENSMUSG00000113742.2	Gm48262	0	0	1	2	1	3.20
ENSMUSG00000113391.2	Gm48327	0	0	0	3	0.40	0
ENSMUSG00000021147.18	Wdr37	268.28	305.10	547	535.23	187.20	612.27
ENSMUSG00000114094.2	Gm48375	0	0	0	8.50	0	1
ENSMUSG00000113589.2	Gm48374	2	2.50	9.50	6	3	11
ENSMUSG00000113245.2	Gm48574	0.50	0	0	16	0	3.50
ENSMUSG00000058258.16	Idi1	186.67	127.67	182.08	250.00	410.83	354.00
ENSMUSG00002075315.1	Gm55101	0.20	0.20	0	0.20	0.20	0.20
ENSMUSG00000061988.4	Rpl10a-ps2	143.20	125.17	106.17	83.08	85.67	185.17
ENSMUSG00000021148.12	Gm9745	0	0	0	3.50	2	0
ENSMUSG00000077484.3	Gm25274	0	0	0	0	0	0
ENSMUSG00000118925.1	Gm22115	0	0	0	0	0	0
ENSMUSG00000033520.3	Idi2	0.50	1	0	3.50	1	0
ENSMUSG00000119737.1	Gm23923	0	0	0	0	0	0
ENSMUSG00000021149.9	Gtpbp4	793.78	908.20	930.23	614.42	1008.38	1466.68
ENSMUSG00000113466.2	Gm48649	0	0	1.50	0	0	0
ENSMUSG00000113731.2	Gm48650	0	0	0	0	0	0
ENSMUSG00000113543.3	Gm36264	1.20	1.40	0.20	3.20	1.20	0.40
ENSMUSG00000033499.15	Larp4b	1417	1322	1082	1440	1121	1268
ENSMUSG00002076052.1	Gm55164	0	0	1	0	0	0
ENSMUSG00000120803.1	ENSMUSG00000120803	1	0	0	11	0	7
ENSMUSG00000099428.2	Gm28155	0	10	0	0	0	0
ENSMUSG00000113936.2	Gm8784	1.17	3.33	2.17	1	1.00	2.67
ENSMUSG00000113455.2	Gm48825	0	2	0	5	0	0
ENSMUSG00000113755.2	Gm46391	0	0	0	0	0	0
ENSMUSG00000048264.17	Dip2c	81.50	53.50	75	177.50	15.50	196.50
ENSMUSG00000113922.2	Gm48887	0	1	0	0	0	0
ENSMUSG00000113984.2	Gm48890	0	0	0	2	0	0.20
ENSMUSG00000113065.2	Gm48870	0	0	0	0.40	2	7.20
ENSMUSG00000113869.2	Gm48869	0	0	0	0	0	0
ENSMUSG00000112955.2	Gm48889	0	1	4	0	62	0
ENSMUSG00000112948.2	Gm48871	0.20	12	0	0	1.20	0.40
ENSMUSG00000113905.2	Gm48872	2	2	0	2	1	2
ENSMUSG00002075359.1	Gm55205	0	0	0	0	0	0
ENSMUSG00000113355.2	Gm48888	0	0	0	3	1	1
ENSMUSG00000114138.2	Gm36423	25.50	61	25	21.50	41	57.50
ENSMUSG00000021156.18	Zmynd11	282.00	472.83	411.83	381.33	495.67	354.33
ENSMUSG00000113885.2	Gm47802	0	0	0	0	0	0
ENSMUSG00000113650.2	Gm47826	0	0	0	7.50	0	0
ENSMUSG00000113754.2	Gm47401	0	0	1	0	0	1
ENSMUSG00002075551.1	Gm55276	36.30	37.95	24.45	25.77	30.85	61.87
ENSMUSG00000046159.17	Chrm3	2	1	12	5	0	2
ENSMUSG00000113146.2	Gm47406	0	0.20	0	0.80	0.20	0
ENSMUSG00000113502.2	Gm47411	0	0	0	1	0	1
ENSMUSG00000113680.2	Gm47405	0	4	0	4	2	1
ENSMUSG00000113695.2	9330159N22Rik	0	0	0	0	0	0
ENSMUSG00000113261.2	Gm47404	0.60	0.80	0.20	3.35	0.60	1.20
ENSMUSG00000097009.3	Gm26861	0	1.50	0	6	3	1
ENSMUSG00000113758.2	Gm47407	0	0	0	0	0	0.20
ENSMUSG00000113243.2	Gm36525	0	0	0	0	0	0
ENSMUSG00002075343.1	Gm55285	0	0	0	0	0	0
ENSMUSG00000114134.2	Gm47408	0.20	0.20	0	0	0.60	0.20
ENSMUSG00000113673.2	Gm47486	0.40	1.20	0	3.40	1.40	0.80
ENSMUSG00000077618.3	Gm25496	0	0	0	0	0	0
ENSMUSG00000121372.1	Zp4-ps	0	0	0	0.50	0	0
ENSMUSG00000113593.3	Zp4-ps	0	0	1	0.50	0	0
ENSMUSG00000113799.2	Gm47487	0	0	0	0	0	0
ENSMUSG00000021313.17	Ryr2	3	6	2	31.20	9.20	19.20
ENSMUSG00000113269.2	Gm47494	1	0	1	6	4	0
ENSMUSG00000098110.2	Gm26956	6.70	5.70	4.80	7.90	5.93	6.80
ENSMUSG00000112947.2	Gm47493	1.40	0	0.20	3.20	1	0.20
ENSMUSG00000113347.2	Gm47323	0	0	0	0	0	2
ENSMUSG00000113848.2	Gm16419	1	0	0	0	0	11
ENSMUSG00000113789.2	Gm47322	0	3	0	6	0	0
ENSMUSG00000021311.10	Mtr	223	157	134	251	166	255
ENSMUSG00000113036.2	Gm47021	2225	1264.50	1782	2450	2067.50	2892.50
ENSMUSG00000052374.17	Actn2	0	1	0	1	10.40	0
ENSMUSG00000094185.3	Gm5445	69.20	53.60	49.55	32.35	47.57	85.50
ENSMUSG00000050244.10	Heatr1	401	323.50	549.50	473.50	350	423
ENSMUSG00000113931.2	Gm5928	35.90	41.58	24.92	24.13	26.63	64.05
ENSMUSG00000057554.14	Lgals8	2433.50	1316.50	2230.50	2487.70	1590.50	2827.20
ENSMUSG00000095105.3	Edaradd	0	0	1	31	3	1
ENSMUSG00000114115.2	Gm30239	0	0	0	3	0	1
ENSMUSG00000057069.8	Ero1b	885.43	898.53	729.20	1383.93	509.00	636.30
ENSMUSG00000119770.2	Gm25483	0	0	0	2	0	1
ENSMUSG00000121485.1	ENSMUSG00000121485	13697.53	10846.45	11204.75	9857.57	5941	5869.70
ENSMUSG00000097715.5	Gpr137b-ps	3710.03	2342.45	2433.25	1832.17	1529.50	1508.00
ENSMUSG00002076119.1	Gm55394	0	0.50	0	0.50	0	0
ENSMUSG00000113021.2	Gm48440	0	0	0	0	1	0.50
ENSMUSG00000113308.2	Gm48445	21	8.50	15.50	30.50	21	37
ENSMUSG00000113996.2	Gm48455	9.50	4	6.50	10	7.50	20
ENSMUSG00000113148.2	Gm48456	0	0	0	0	0	0
ENSMUSG00000113914.2	Gm48458	10.53	4.80	5.70	5.93	8.60	12.30
ENSMUSG00000078141.4	Gm2399	0	0	0	0	0	0.50
ENSMUSG00000113448.2	Gm7042	46.35	37.88	44.02	48.52	52.72	84.33
ENSMUSG00000056457.7	Prl2c3	1	0	0	1.08	1.08	0
ENSMUSG00000113053.2	Gm18262	0	2	0	2.50	0	2.33
ENSMUSG00000113117.2	Gm2544	0	0	0.33	0	0.33	0
ENSMUSG00000113353.2	Gm18878	0	0.50	0	1.33	0.50	0
ENSMUSG00000113256.2	Gm48527	0	0	0	0	0	0
ENSMUSG00000079092.5	Prl2c2	0	0	0	0.58	0.75	0
ENSMUSG00000113049.2	Gm48544	0	0	0	0.60	0.40	0
ENSMUSG00000113150.2	Gm18263	0	0	0	1	0	0
ENSMUSG00000113567.2	Gm32300	0	0	0.33	0	0	0
ENSMUSG00000113624.2	Gm18879	0	0	0	0.33	0	0
ENSMUSG00000113319.2	Gm9628	0	0	0.33	0	0	0
ENSMUSG00000113675.2	Gm18259	0	0	0	0.50	0	0.33
ENSMUSG00000113908.2	Gm10811	0.33	11.08	0.33	1.67	0.25	0
ENSMUSG00000055360.14	Prl2c5	0	0	0	0.33	0.50	0
ENSMUSG00000113221.2	Gm18880	0	0	0	2	0	0
ENSMUSG00000113371.2	Gm48588	0	0	0	0	1	0
ENSMUSG00000113729.2	Gm48589	0	0	0	0	0	0
ENSMUSG00000061724.6	Gm2423	592.94	294.60	350.35	436.38	551.61	763.86
ENSMUSG00000114152.2	Gm5374	10.50	9	15.50	19.50	9	16.50
ENSMUSG00000112938.2	Gm48590	0	0	0	0	0	0
ENSMUSG00002076365.1	Gm26133	0	0	0	0	0	0
ENSMUSG00000113027.2	Gm7040	0	0	0	2.08	0.75	0
ENSMUSG00000110123.2	Gm18562	6	7.50	9.50	28.50	17	3.50
ENSMUSG00000119542.1	Gm25804	0	0	0	0	0	0
ENSMUSG00000021306.12	Gpr137b	14539.23	11603.10	11699.50	7595.57	6132.30	6214.50
ENSMUSG00002074976.1	Gm55398	0	2.50	0	0.50	0	0
ENSMUSG00000113445.2	Gm48661	0	0	0	0	1	0.50
ENSMUSG00000113444.2	Gm48672	0	0	0	0	0	0
ENSMUSG00000094865.3	Gm7426	20.50	13.80	14.60	12.75	23.40	26.70
ENSMUSG00000005397.9	Nid1	0	1	3	11	2.50	12.50
ENSMUSG00000113380.2	Gm48682	0	0	0	1.53	0.50	0
ENSMUSG00000114068.2	Gm48783	0	0	0	0	0	0
ENSMUSG00000019726.13	Lyst	542	419	951	374.40	223.58	350.20
ENSMUSG00000021303.15	Gng4	1.20	0	0	6.20	2.20	2
ENSMUSG00002075529.1	Gm55403	0	0	0	0	0	0
ENSMUSG00000113493.2	Gm7441	0	0	0.50	0	0	2.83
ENSMUSG00000113811.2	Gm47882	176.51	123.14	162.14	160.67	195.83	213.02
ENSMUSG00000113258.2	Gm7446	205.64	158.95	201.16	206.02	229.25	261.25
ENSMUSG00000114087.2	Gm7046	0	0	0	2	0	1
ENSMUSG00000120790.1	ENSMUSG00000120790	0	1	0	0	1	0
ENSMUSG00000113310.2	Gm47884	0	1	0	0	1	0
ENSMUSG00000039242.11	B3galnt2	92	86.50	125	104.50	66.50	312.50
ENSMUSG00000096192.3	Gm18856	0	0	0	0	0	0
ENSMUSG00000039233.13	Tbce	698.40	478.10	477.20	515.00	489.50	442.50
ENSMUSG00000113819.2	Gm48017	0	0	0	0	0	0
ENSMUSG00000021302.11	Ggps1	1153.15	789.30	761.80	820.55	759.30	1114.50
ENSMUSG00000039219.19	Arid4b	310.50	421	359.50	577.75	383.20	467.50
ENSMUSG00000064653.3	Gm26129	0	0	0	0	0	0
ENSMUSG00002074880.1	Gm55457	0	0	0	0	0	0
ENSMUSG00000113775.2	Gm48027	0	3	0	28	31	42
ENSMUSG00000113563.2	Gm2492	0	0	0	2	1	1
ENSMUSG00000021301.10	Hecw1	0	1	2	9	5	34
ENSMUSG00000113981.2	Gm47011	0	0	0	1	0	0
ENSMUSG00000113654.3	Gm30893	0	0	0	0	0	0
ENSMUSG00000113345.2	Gm48096	0	0	0	0	0	0
ENSMUSG00000113627.2	Gm32526	6	4	4	5.83	5	7.50
ENSMUSG00000015672.5	Mrpl32	1199.50	1114.50	1102.50	989	1127.50	1918
ENSMUSG00000015671.12	Psma2	7489.50	5721.75	5073.50	4076.17	5343.58	7363.25
ENSMUSG00002076131.1	Gm55465	0	0	0	0	0	0
ENSMUSG00000039182.7	AW209491	483	419	597	612	146	229
ENSMUSG00000113686.2	Gm19189	0	0	0	1	2	0
ENSMUSG00000114176.2	Gm48329	0	0	0	0	0	0
ENSMUSG00000113240.2	Gm48338	399.13	370.65	384.94	218.13	367.71	461.21
ENSMUSG00000113389.2	Gm9512	3067.77	2753.35	2704.75	1918.52	2499.74	3552.99
ENSMUSG00000113410.2	Gm20043	0	0	0	1	0	0
ENSMUSG00000097806.4	Gm6556	0	1	1	1	1	0
ENSMUSG00000097684.2	Gm26645	0	0	0	0	0	0
ENSMUSG00000021318.16	Gli3	2	2	0	10	2	3
ENSMUSG00000113191.2	Gm48343	0	0	0	0	0	0
ENSMUSG00000113309.2	Gm48408	0	0	0	0	0	0
ENSMUSG00000113960.2	4933412O06Rik	2	0	1	1	0	1
ENSMUSG00000113338.2	A530046M15Rik	0	0	1	0	0	0
ENSMUSG00000113701.3	B230303A05Rik	0	1	0	3	1.20	32
ENSMUSG00000113290.2	A530058O07Rik	0	0	0	3.53	0.20	1
ENSMUSG00000114057.2	Gm31450	0	0	0	0	0	0
ENSMUSG00000113080.2	Gm48928	0	0	0	0	0	0
ENSMUSG00000041324.15	Inhba	2	2	4	250	292	320.20
ENSMUSG00000113224.2	Gm48444	0	0	0	0	0	0
ENSMUSG00000119058.1	Gm22628	0.20	0.20	0	0	0	0
ENSMUSG00000113715.2	Gm6562	26.45	22.45	25.25	10.98	15.50	28.93
ENSMUSG00000112962.2	Gm31711	0	0	0	0	0	0
ENSMUSG00000113038.2	Gm48491	0	0	0	1	0	0
ENSMUSG00000113322.2	Gm48492	0.20	1.20	0.20	2.80	0.60	0.80
ENSMUSG00000113924.2	Gm48493	0	0.40	0	2.00	0.60	0.60
ENSMUSG00000113232.2	Gm48494	0.20	0	0	0.40	0.40	0
ENSMUSG00000112969.2	Gm48496	3.50	2	3	7	0	9
ENSMUSG00000113972.2	Gm48497	0	0	0	0	0	0
ENSMUSG00000113862.2	Gm7537	27.50	24.50	23	11	13.50	20.50
ENSMUSG00000055137.8	Sugct	1.50	2	0.50	3.50	3.50	8.50
ENSMUSG00002076228.1	Gm55478	1	0	0	0	0	0
ENSMUSG00000113851.2	Gm48503	0	0	0	0	0	0
ENSMUSG00000114114.2	Gm48499	0.40	0.20	0	1.40	0.60	0.80
ENSMUSG00000098218.2	Gm27043	0.33	0	0.20	1	0	0
ENSMUSG00000119471.1	Gm25020	0	0	0	0	0	0
ENSMUSG00000113024.2	Gm48502	0	0	0	0	3	0
ENSMUSG00000113219.2	Gm17890	1	3	2	10	2.50	6
ENSMUSG00000113889.2	Gm48501	0.20	0	0.20	2.40	0.40	0.20
ENSMUSG00000119594.1	Gm24873	0	0	0.20	0	0.20	0
ENSMUSG00000012429.10	Mplkip	41.50	66	36.20	60.10	61.50	123.40
ENSMUSG00000113045.2	Gm48621	0	0	0	0	0	1
ENSMUSG00000041297.9	Cdk13	213	310	288	397.50	316	485
ENSMUSG00000113432.2	8430406P12Rik	0	1	0	1	0	0
ENSMUSG00000080574.3	Mir466i	4	0	1	0	5	10
ENSMUSG00000113140.2	Gm48624	0	3	0	3.20	2.20	0
ENSMUSG00000118773.1	Gm24018	0	0	0	0	1.20	0.20
ENSMUSG00000081285.3	Gm18859	60.60	45.03	58.45	19.10	39.80	54.30
ENSMUSG00000008859.9	Rala	497	420	388	366	252	700
ENSMUSG00000114177.2	Gm18362	0	0	0	1	0	0
ENSMUSG00000113100.2	Gm48754	0.60	0.40	0.20	2.00	1.00	1.20
ENSMUSG00000113528.3	Gm32699	0	2	0	2	0	2
ENSMUSG00000113750.2	Gm5628	54	30	60.50	59	76.50	123.50
ENSMUSG00000113688.2	A930027P06Rik	0	0	0	1	1	0
ENSMUSG00000114077.2	Gm48776	0	0	0	0	1	0
ENSMUSG00000113030.2	Gm48778	225	193.75	214.25	108	143.25	178.25
ENSMUSG00000075054.6	Yae1d1	841.80	746.65	789.25	396.90	575.45	741.25
ENSMUSG00000113847.2	Gm48799	0.40	0.40	0.20	4.20	1.00	0.80
ENSMUSG00000075053.4	Vdac3-ps1	2871.07	2085.08	2227.24	2015.08	2225.49	3447.57
ENSMUSG00000113496.2	Gm6575	0	0	0	1	1	0
ENSMUSG00000113470.2	4930448F12Rik	0	0	0	1	0	1
ENSMUSG00000113893.2	Gm48800	0.20	0.20	1	1.05	0.20	0.40
ENSMUSG00000009734.19	Pou6f2	0	5	2	3	3	1
ENSMUSG00000114118.2	Gm48829	0.20	0.60	0.20	2.00	0.60	1.20
ENSMUSG00000041236.9	Vps41	2486	2291	2735	2241	1952	1725
ENSMUSG00000089046.4	Gm26172	0	0	0	0	0	0
ENSMUSG00000021314.14	Amph	0	1	0	3.20	0.20	4.20
ENSMUSG00000113576.2	Gm47658	0	0	0	1	0	0
ENSMUSG00000113993.2	Gm47659	0	1	0.20	0	0	0
ENSMUSG00000113028.2	Gm18065	0	0	0	0	0	0
ENSMUSG00000114080.2	Gm47661	0	0	1	0	0	0
ENSMUSG00000113378.2	Gm47660	0	0	0	0	0	0
ENSMUSG00000105715.2	Gm31887	0	0	0	0	0	0
ENSMUSG00000076744.3	Trgv7	0	0	0	1	0	0
ENSMUSG00000076745.5	Trgv4	0	0	0	0	0	0
ENSMUSG00000076746.4	Trgv6	0	0	0	0	0	0
ENSMUSG00000076747.4	Trgv5	0	0	0	0	0	0
ENSMUSG00000104962.2	Trgj1	0	0	0	0	0	0
ENSMUSG00000076749.3	Trgc1	0	1	0	0	0	0
ENSMUSG00000076750.7	Trgv3	0	0	0	0.50	0	0
ENSMUSG00000104630.2	Trgj3	0	0	0	0	0	0
ENSMUSG00000091682.3	Trgc3	0	1	0	4	0	0
ENSMUSG00000076752.3	Trgc2	0	0	0	1	0	0
ENSMUSG00000105830.2	Trgj2	0	0	0	0	0	0
ENSMUSG00000076754.3	Trgv2	0	0	0	0	0	0
ENSMUSG00000076755.3	Trgv1	0	0	0	0.50	0	0
ENSMUSG00000098799.2	Trgj4	0	0	0	0	0	0
ENSMUSG00000076757.10	Trgc4	0	0	0	3	0	0
ENSMUSG00000003062.14	Stard3nl	3615.50	3284	3393.50	2676	2803	4917
ENSMUSG00000105848.2	Gm42683	1.50	17	12.50	46	3	2
ENSMUSG00000120930.1	ENSMUSG00000120930	0	1	0	5	1	0
ENSMUSG00000104959.2	Gm18131	0	0	0	4	0	0
ENSMUSG00000114189.2	9330199G10Rik	0	0	0	1	1	0
ENSMUSG00000113251.2	Gm18363	0	1	0	1	0	0
ENSMUSG00000002808.8	Epdr1	10	30	13	5	1	0
ENSMUSG00000021319.8	Sfrp4	3	1	99	66	1	2
ENSMUSG00000041138.17	Nme8	0	0	0	1	0	0
ENSMUSG00000114009.2	Gm47606	1	0	0	1	0	0
ENSMUSG00000047462.10	Gpr141b	0	0	0	3	0	0
ENSMUSG00000053101.4	Gpr141	54	27	68	465	316	102
ENSMUSG00000113542.2	Gm19154	0	0	0	1	0	1
ENSMUSG00000050243.7	Gm5446	114.00	55.17	80.83	87.83	101.00	130.00
ENSMUSG00000041112.18	Elmo1	1237.20	1288.73	922	1146.60	1399.20	1442.20
ENSMUSG00000113649.2	Gm47665	0	0	0	0	0	0
ENSMUSG00000113313.2	Gm32036	266	97	303	1082	247	460
ENSMUSG00000113183.2	Gm47664	2	28	0	51	16	84
ENSMUSG00000113557.2	Gm47657	0	0	0	2	0	0
ENSMUSG00000113130.2	Gm47721	0	0	0	2	1	1
ENSMUSG00000097951.2	Gm7611	3.60	3.40	4.40	2.40	4.20	3.10
ENSMUSG00000113168.2	Gm7614	195.56	163.03	164.02	226.30	276.25	411.61
ENSMUSG00000021322.9	Aoah	522	697	1100	624	1824	2201
ENSMUSG00000114070.2	Gm47727	0	0	0	1	2	0
ENSMUSG00002076378.1	Gm54437	0	0	0	0	0	0
ENSMUSG00000042869.3	Or2p2	0	0	0	2	2	3
ENSMUSG00000060404.5	Or2w1b	0	1.20	0.20	4.03	1.60	2.90
ENSMUSG00000071522.4	Or2w1	1	0	0	7.50	0	0.50
ENSMUSG00000045474.8	Or2ad1	0	1	0	0	1	0
ENSMUSG00000113104.2	Gm47806	0	0	0.20	3	0	0.40
ENSMUSG00000021326.14	Trim27	212.40	207.20	93.40	97.20	118.20	169.20
ENSMUSG00000004344.13	Gpx5	0	0	0	0	0	0
ENSMUSG00000084414.4	Gm11270	0	0	0	0	0	1
ENSMUSG00000004341.9	Gpx6	0	0	0	0	0	0
ENSMUSG00000045508.5	Or2b28	0	0	0	0	0	2
ENSMUSG00000118616.2	Gm53020	0	0	0	0	0	0
ENSMUSG00000036721.15	Zscan12	63.50	58	69.50	15.50	111.75	0
ENSMUSG00000081191.2	Gm11271	6.40	4.00	4.00	2.20	3.20	5.20
ENSMUSG00000021327.20	Zkscan3	201.70	265.03	360	332.70	424.45	238.70
ENSMUSG00000098790.3	Mir6942	0	0	0	0	0	0
ENSMUSG00000118467.2	Gm50481	0	0	0	1	0	0
ENSMUSG00000055313.16	Pgbd1	0	0	0	1	2	5
ENSMUSG00000085788.2	4930470G03Rik	25.17	0.33	8.67	3.17	5.17	9.50
ENSMUSG00000022228.15	Zscan26	4684.72	3244.13	4101.17	5918.87	4094.37	5647.20
ENSMUSG00000084590.3	Mir1896	2.67	0.33	0.67	0.67	0.67	1.00
ENSMUSG00000059395.5	Nkapl	0	8	0	26	0	0
ENSMUSG00000114702.3	Gm40828	0	0	0	2.25	1.62	1
ENSMUSG00000054931.10	Zkscan4	2	2	3	51.25	21.12	0.50
ENSMUSG00000088563.3	Gm23779	0	0	0	0	0	0
