Geneid	gene_name	WT_1	WT_2	WT_3	WT_4	DBDB_1	DBDB_2	DBDB_3	DBDB_4
ENSMUSG00000113567.2	Gm32300	0	0	0	0	0	0	0	0
ENSMUSG00000113624.2	Gm18879	0	0	0	0	0	0	0	0
ENSMUSG00000113319.2	Gm9628	0	0	0	0	0	0	0	0
ENSMUSG00000113675.2	Gm18259	0	0	0	0	0	0	0	0
ENSMUSG00000113908.2	Gm10811	0	0	0	0	0	0	0	0
ENSMUSG00000055360.14	Prl2c5	0	0	0	0	0	0	0	0
ENSMUSG00000113221.2	Gm18880	0	0	0	0	0	0	0	0
ENSMUSG00000113371.2	Gm48588	0	0	0	0	0	0	0	0
ENSMUSG00000113729.2	Gm48589	0	0	0	0	0	0	0	0
ENSMUSG00000061724.6	Gm2423	0	0	0	0	0.67	0	0	0.75
ENSMUSG00000114152.2	Gm5374	2	0	0	0	0	0	0	0
ENSMUSG00000112938.2	Gm48590	0	0	0	0	0	0	0	0
ENSMUSG00002076365.1	Gm26133	0	0	0	0	0	0	0	0
ENSMUSG00000113027.2	Gm7040	0	0	0	0	0	0	0	0
ENSMUSG00000110123.2	Gm18562	0	0.50	0	0.50	0	0	0	0
ENSMUSG00000119542.1	Gm25804	0	0	0	0	0	0	0	0
ENSMUSG00000021306.12	Gpr137b	5	5.50	14	2	20	23	17.50	26.50
ENSMUSG00002074976.1	Gm55398	0	0	0	0	0	0	0	0
ENSMUSG00000113445.2	Gm48661	0	0	0	0	0	0	0	0
ENSMUSG00000113444.2	Gm48672	0	0	0	0	0	0	0	0
ENSMUSG00000094865.3	Gm7426	0	0	0	0	0	0	0	0
ENSMUSG00000005397.9	Nid1	38	25	33	27	215	133.50	108	142
ENSMUSG00000113380.2	Gm48682	0	0	0	0	0	0	0	0
ENSMUSG00000114068.2	Gm48783	0	0	0	0	0	0	1	0
ENSMUSG00000019726.13	Lyst	14	23	11	26	22	27	12	19
ENSMUSG00000021303.15	Gng4	0	0	0	0	0	0	0	0
ENSMUSG00002075529.1	Gm55403	0	0	0	0	0	0	0	0
ENSMUSG00000113493.2	Gm7441	0	0	0	0	0	0	0	0
ENSMUSG00000113811.2	Gm47882	2	0	0.25	0.25	0.75	2	0.25	0
ENSMUSG00000113258.2	Gm7446	2	0	0.25	0.75	1	0	0.25	0
ENSMUSG00000114087.2	Gm7046	0	0	0	0	0	0	0	0
ENSMUSG00000120790.1	ENSMUSG00000120790	0	0	0	0	0	0	0	0
ENSMUSG00000113310.2	Gm47884	0	0	0	0	0	0	0	0
ENSMUSG00000039242.11	B3galnt2	9.50	11.25	29.50	10.50	19.50	13.50	9.50	9.50
ENSMUSG00000096192.3	Gm18856	0	0	0	0	0	0	0	0
ENSMUSG00000039233.13	Tbce	20.70	14.40	27.93	9.10	23.77	18.50	7.70	21.50
ENSMUSG00000113819.2	Gm48017	0	0	0.17	0.50	1.25	2	0	1.50
ENSMUSG00000021302.11	Ggps1	77	79	63.92	103	78.25	95	51	67.50
ENSMUSG00000039219.19	Arid4b	104	96.75	104.92	93.50	130	163	66	105
ENSMUSG00000064653.3	Gm26129	0	0	0	1	0	0	0	0
ENSMUSG00002074880.1	Gm55457	0	0	0	0	0	0	0	0
ENSMUSG00000113775.2	Gm48027	0	0	0	0	0	0	0	0
ENSMUSG00000113563.2	Gm2492	0	0	0	0	0	0	0	0
ENSMUSG00000021301.10	Hecw1	0	0	0	0	0	0	0	0
ENSMUSG00000113981.2	Gm47011	0	0	0	0	0	0	0	0
ENSMUSG00000113654.3	Gm30893	0	0	0	0	0	0	0	0
ENSMUSG00000113345.2	Gm48096	0	0	0	0	0	0	0	0
ENSMUSG00000113627.2	Gm32526	0	0	0	0	0	0	0	0
ENSMUSG00000015672.5	Mrpl32	39	37	50	50	34	55	26	31
ENSMUSG00000015671.12	Psma2	500	525	667	610	697	693	520	647
ENSMUSG00002076131.1	Gm55465	0	0	0	0	0	0	0	0
ENSMUSG00000039182.7	AW209491	19	22	34	14	9	19	12	12
ENSMUSG00000113686.2	Gm19189	0	0	0	0	0	0	0	0
ENSMUSG00000114176.2	Gm48329	0	0	0	0	0	0	0	0
ENSMUSG00000113240.2	Gm48338	0	0	0	0	0	0	0	0
ENSMUSG00000113389.2	Gm9512	1.20	5.75	4	2.58	4.25	7.75	1.25	5.95
ENSMUSG00000113410.2	Gm20043	0	0	0	0	0	0	0	0
ENSMUSG00000097806.4	Gm6556	0	0	0	0	1	0	0	0
ENSMUSG00000097684.2	Gm26645	0	0	0	0	0	0	0	0
ENSMUSG00000021318.16	Gli3	1	0	1	0	8	9	3	2
ENSMUSG00000113191.2	Gm48343	0	0	0	0	0	0	0	0
ENSMUSG00000113309.2	Gm48408	0	0	0	0	0	0	0	0
ENSMUSG00000113960.2	4933412O06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113338.2	A530046M15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113701.3	B230303A05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113290.2	A530058O07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000114057.2	Gm31450	0	0	0	0	0	0	0	0
ENSMUSG00000113080.2	Gm48928	0	0	0	0	0	0	0	0
ENSMUSG00000041324.15	Inhba	2	0	3	0	5	1	1	2
ENSMUSG00000113224.2	Gm48444	0	0	0	0	0	0	0	0
ENSMUSG00000119058.1	Gm22628	0	0	0	0	0	0	0	0
ENSMUSG00000113715.2	Gm6562	0	0	0	0	0	0	0	0
ENSMUSG00000112962.2	Gm31711	0	0	0	0	0	0	0	0
ENSMUSG00000113038.2	Gm48491	0	0	0	0	0	0	0	0
ENSMUSG00000113322.2	Gm48492	0	0	0	0	0	0	0	0
ENSMUSG00000113924.2	Gm48493	0	0	0	0	0	0	0	0
ENSMUSG00000113232.2	Gm48494	0	0	0	0	0	0	0	0.20
ENSMUSG00000112969.2	Gm48496	0	0	0	0	0	0	0	0
ENSMUSG00000113972.2	Gm48497	0	0	0	0	0	0	0	0
ENSMUSG00000113862.2	Gm7537	0	0	0	0	0	0	0	0
ENSMUSG00000055137.8	Sugct	52	45	63	60	17	29	19	21
ENSMUSG00002076228.1	Gm55478	0	0	0	0	0	0	0	0
ENSMUSG00000113851.2	Gm48503	0	0	0	0	0	0	0	0
ENSMUSG00000114114.2	Gm48499	0	0	0	0	0	0.20	0	0
ENSMUSG00000098218.2	Gm27043	0	0	0	0	0	0	0	0
ENSMUSG00000119471.1	Gm25020	0	0	0	0	0	0	0	0
ENSMUSG00000113024.2	Gm48502	0	0	0	0	0	0	0	0
ENSMUSG00000113219.2	Gm17890	0	0	0	0	0	0	0	0
ENSMUSG00000113889.2	Gm48501	0	0	0	0	0	0	0	0
ENSMUSG00000119594.1	Gm24873	0	0	0	0	0	0	0	0
ENSMUSG00000012429.10	Mplkip	23	28	56	35	35	44	19	27
ENSMUSG00000113045.2	Gm48621	0	0	0	1	0	0	0	1
ENSMUSG00000041297.9	Cdk13	55	43	45.00	28	58	28	30	35
ENSMUSG00000113432.2	8430406P12Rik	0	0	2	1	0	0	0	0
ENSMUSG00000080574.3	Mir466i	0	0	0	0	0	0	0	0
ENSMUSG00000113140.2	Gm48624	0	0	0	0	0	0	0	0
ENSMUSG00000118773.1	Gm24018	0	0	0	0	1	0	0	1
ENSMUSG00000081285.3	Gm18859	0	0	0	0	0	0	0	0
ENSMUSG00000008859.9	Rala	380	400	485	455	513	477	363	347.00
ENSMUSG00000114177.2	Gm18362	0	0	0	0	0	0	0	0
ENSMUSG00000113100.2	Gm48754	0	0	0	0	0	0	0	0
ENSMUSG00000113528.3	Gm32699	1	0	5	0	2	0	0	0
ENSMUSG00000113750.2	Gm5628	2	0	0	1.50	0.50	0	0	0
ENSMUSG00000113688.2	A930027P06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000114077.2	Gm48776	0	0	0	0	0	0	0	0
ENSMUSG00000113030.2	Gm48778	0	0	0	0	0	0	0	0
ENSMUSG00000075054.6	Yae1d1	13	17	27	21.50	18	18.50	12.50	16.50
ENSMUSG00000113847.2	Gm48799	0	0	0	0	0	0	0	0
ENSMUSG00000075053.4	Vdac3-ps1	4.33	5.33	4.83	4.67	8.17	9.50	4	4
ENSMUSG00000113496.2	Gm6575	0	0	0	0	0	0	0	0
ENSMUSG00000113470.2	4930448F12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113893.2	Gm48800	0	0	0	0	0	0	0	0
ENSMUSG00000009734.19	Pou6f2	0	0	0	0	0	0	0	0
ENSMUSG00000114118.2	Gm48829	0	0	0	0	0	0	0	0
ENSMUSG00000041236.9	Vps41	81	79	57	55	88	86	40	69
ENSMUSG00000089046.4	Gm26172	0	0	0	0	0	0	0	0
ENSMUSG00000021314.14	Amph	2	0	0	0	0	0	0	0
ENSMUSG00000113576.2	Gm47658	0	0	0	0	0	0	0	0
ENSMUSG00000113993.2	Gm47659	0	0	0	0	0	0	0	0
ENSMUSG00000113028.2	Gm18065	0	0	0	0	0	0	0	0
ENSMUSG00000114080.2	Gm47661	0	0	0	0	0	0	0	0
ENSMUSG00000113378.2	Gm47660	0	0	0	0	0	0	0	0
ENSMUSG00000105715.2	Gm31887	0	0	0	0	0	0	0	0
ENSMUSG00000076744.3	Trgv7	0	0	0	0	0	0	0	0
ENSMUSG00000076745.5	Trgv4	0	0	0	0	0	0	0	0
ENSMUSG00000076746.4	Trgv6	0	0	0	0	0	0	0	0
ENSMUSG00000076747.4	Trgv5	0	0	0	0	0	0	0	0
ENSMUSG00000104962.2	Trgj1	0	0	0	0	0	0	0	0
ENSMUSG00000076749.3	Trgc1	0	0	0	0	0	0	0	0
ENSMUSG00000076750.7	Trgv3	0	0	0	0	0	0	0	0
ENSMUSG00000104630.2	Trgj3	0	0	0	0	0	0	0	0
ENSMUSG00000091682.3	Trgc3	0	0	0	0	0	0	0	0
ENSMUSG00000076752.3	Trgc2	0	0	0	0	0	0	0	0
ENSMUSG00000105830.2	Trgj2	0	0	0	0	0	0	0	0
ENSMUSG00000076754.3	Trgv2	0	0	0	0	0	0	0	0
ENSMUSG00000076755.3	Trgv1	0	0	0	0	0	0	0	0
ENSMUSG00000098799.2	Trgj4	0	0	0	0	0	0	0	0
ENSMUSG00000076757.10	Trgc4	0	0	0	0	0	0	1	0
ENSMUSG00000003062.14	Stard3nl	4	4	6.00	3	9	21	12.00	10
ENSMUSG00000105848.2	Gm42683	0	0	0	0	0	0	0	0
ENSMUSG00000120930.1	ENSMUSG00000120930	0	0	0	0	0	0	0	0
ENSMUSG00000104959.2	Gm18131	0	0	0	0	0	0	0	0
ENSMUSG00000114189.2	9330199G10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113251.2	Gm18363	0	0	0	0	0	0	0	0
ENSMUSG00000002808.8	Epdr1	0	3	8	4	33	28	8	16
ENSMUSG00000021319.8	Sfrp4	0	0	2	0	4	5	0	2
ENSMUSG00000041138.17	Nme8	0	0	0	0	0	0	0	0
ENSMUSG00000114009.2	Gm47606	0	0	0	0	0	0	0	0
ENSMUSG00000047462.10	Gpr141b	1	0	0	0	0	0	0	0
ENSMUSG00000053101.4	Gpr141	0	0	0	0	4	1	0	0
ENSMUSG00000113542.2	Gm19154	0	0	0	0	0	0	0	0
ENSMUSG00000050243.7	Gm5446	1	4.50	1	1	1.50	3.50	0	4
ENSMUSG00000041112.18	Elmo1	3	1	0	0	5	4	7	1
ENSMUSG00000113649.2	Gm47665	0	0	0	0	0	0	0	0
ENSMUSG00000113313.2	Gm32036	0	0	0	0	0	0	0	0
ENSMUSG00000113183.2	Gm47664	1	4	1	0	4	0	0	0
ENSMUSG00000113557.2	Gm47657	0	0	0	0	0	0	0	0
ENSMUSG00000113130.2	Gm47721	0	0	0	0	0	0	0	0
ENSMUSG00000097951.2	Gm7611	0	0	0	0	0	0	0	0
ENSMUSG00000113168.2	Gm7614	0	0	0	0	0	0	0	0
ENSMUSG00000021322.9	Aoah	1	0	3	1	5	4	0	1
ENSMUSG00000114070.2	Gm47727	0	0	0	0	0	0	0	0
ENSMUSG00002076378.1	Gm54437	0	0	0	0	0	0	0	0
ENSMUSG00000042869.3	Or2p2	0	0	0	0	0	0	0	0
ENSMUSG00000060404.5	Or2w1b	1	1	0	0	2	0	0	0
ENSMUSG00000071522.4	Or2w1	0	0	0	0	0	0	0	0
ENSMUSG00000045474.8	Or2ad1	0	0	0	0	0	0	0	0
ENSMUSG00000113104.2	Gm47806	0	1	0	0	0	0	0	1
ENSMUSG00000021326.14	Trim27	46	25	40	56	31	24	21	25
ENSMUSG00000004344.13	Gpx5	0	0	0	0	0	0	0	0
ENSMUSG00000084414.4	Gm11270	0	0	0	0	0	0	0	0
ENSMUSG00000004341.9	Gpx6	0	0	0	0	0	0	0	0
ENSMUSG00000045508.5	Or2b28	0	0	0	0	0	0	0	0
ENSMUSG00000118616.2	Gm53020	0	0	0	0	0	0	0	0
ENSMUSG00000036721.15	Zscan12	12	22	26	15	34	21	23	26
ENSMUSG00000081191.2	Gm11271	0	1	0	0	2	0	0	0
ENSMUSG00000021327.20	Zkscan3	62	66	79	51	57	54	34	34
ENSMUSG00000098790.3	Mir6942	0	0	0	0	0	0	0	0
ENSMUSG00000118467.2	Gm50481	0	0	0	0	0	0	0	0
ENSMUSG00000055313.16	Pgbd1	0	1	0	0	4	3	0	0
ENSMUSG00000085788.2	4930470G03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000022228.15	Zscan26	2	3	8	5	5	1	1	5
ENSMUSG00000084590.3	Mir1896	0	0	0	0	0	0	0	0
ENSMUSG00000059395.5	Nkapl	5.50	15	38	8	23.33	13	8	12
ENSMUSG00000114702.3	Gm40828	0	0	0	0	0	0	0	0
ENSMUSG00000054931.10	Zkscan4	6	0	7	6	8.33	9	5	3
ENSMUSG00000088563.3	Gm23779	0	0	0	0	0	0	0	0
ENSMUSG00000078139.4	AK157302	75	125	137.50	112.50	91.50	120.50	100	122.50
ENSMUSG00000079941.3	Cox5b-ps	1854.00	1759.50	1647	1563.50	1295.33	1628.33	1272.00	1615.50
ENSMUSG00000082396.5	Zfp389	1	1	1	1	4	4	0	3
ENSMUSG00000063894.16	Zkscan8	16	25	9	12	9	17	10	22
ENSMUSG00000048996.7	Or1f12	0	0	0	0	0	0	0	0
ENSMUSG00000054890.3	Or2b7	0	0	0	0	0	1	0	0
ENSMUSG00000046016.4	Or2w2	0	0	0	0	0	0	0	0
ENSMUSG00000051258.6	Or2w4	0	0	0	0	0	0	0	0
ENSMUSG00000036658.5	Or2b6	0.33	0.20	0	0	0	0	0.20	0
ENSMUSG00000049737.3	Or2w6	0	0	0	0	0	0	0	0
ENSMUSG00000108534.3	Or2b2b	0	0	0	0	0	0	0	0
ENSMUSG00000108674.3	Or2b2	0	0	0	0	0	0	0	0
ENSMUSG00000094338.2	H2bc13	0	0	0	0	0	0.20	0	0
ENSMUSG00000071516.3	H2ac13	0.30	0.80	0.90	0.80	2.60	0.20	0.82	1.20
ENSMUSG00002076515.1	Gm55628	0.30	0.80	0.90	0.80	2.60	0.20	0.82	1.20
ENSMUSG00000101355.2	H3c10	0	0	0	0	0	0	0	0
ENSMUSG00002075904.1	Gm55629	0.20	0.50	1.20	0.70	2.10	0.40	1.10	1.00
ENSMUSG00000080076.5	H2ac14-ps	0.20	0.50	1.20	0.70	2.10	0.40	1.10	1.00
ENSMUSG00000114279.2	H2bc14	0	0	0	0	0	1	0	0
ENSMUSG00000067455.6	H4c11	1.30	2.20	5.00	1.47	5.30	3.40	0.60	1.90
ENSMUSG00000064288.5	H4c12	0.60	1.40	3.20	2.20	5.40	1.40	2.60	1.40
ENSMUSG00000063021.4	H2ac15	0.30	0.40	0	0.50	0.50	0.10	0	0.20
ENSMUSG00002075711.1	Gm55630	0.30	0.40	0	0.50	0.50	0.10	0	0.20
ENSMUSG00000095217.2	H2bc15	0	0	0	0	0	0	0	0
ENSMUSG00000085331.2	Gm11274	0	1	0	0	0	0	0	0
ENSMUSG00000058773.3	H1f5	0	0	0	0	0	0	0	0
ENSMUSG00000101972.2	H3c11	0	0	0	0	0	0	0	0
ENSMUSG00000069309.3	H2ac22	0.10	0.40	0.20	0.40	1.20	0.40	0.80	0.40
ENSMUSG00002075444.1	Gm55631	0.10	0.40	0.20	0.40	1.20	0.40	0.80	0.40
ENSMUSG00000069308.8	H2bc22	0	0	0	0	0	0.40	0	0
ENSMUSG00000069307.8	H2bc23	0	0.20	0	0	0.50	1.70	0.50	0.90
ENSMUSG00000094248.2	H2ac23	7.95	3.85	5.67	6.53	30.20	7.72	7.22	11.25
ENSMUSG00002075597.1	Gm54450	7.95	3.85	5.67	5.70	29.95	6.22	7.22	10.75
ENSMUSG00000069306.6	H4c17	0	0.20	1.50	0	0	0	0	0.20
ENSMUSG00000069305.4	H4c18	0	0.40	2.50	0	0	0	0	0.20
ENSMUSG00000094777.3	H2ac24	8.45	3.75	5.10	6.53	28.20	8.02	7.70	11.05
ENSMUSG00002076367.1	Gm54452	8.45	3.75	5.10	5.70	27.95	6.52	7.70	10.55
ENSMUSG00000069303.8	H2bc24	0	0.20	0	0	0.50	1.90	0.50	0.90
ENSMUSG00000120293.1	ENSMUSG00000120293	0	0	0	0	0	0	0	0
ENSMUSG00000080770.2	Gm11278	0	0	0	0	0	0	0	0
ENSMUSG00000088148.3	Mir1983	0	0	0	0	0	0	0	0
ENSMUSG00000120474.1	ENSMUSG00000120474	0	0	0	0	0	0	0	0
ENSMUSG00000081576.2	Gm11279	0	0	0	0	0	0	0	0
ENSMUSG00002076138.1	Gm54453	0	0	0	0	0	0	0	0
ENSMUSG00000085393.2	Gm11280	0	0	0	0	0	0	0	0
ENSMUSG00000006720.17	Zfp184	0	0	0	0	0	0	0	0
ENSMUSG00000078917.4	Gm11281	0	0	0	0	0	1	0	0
ENSMUSG00000081265.2	Gm11282	0	0	0	0	0	0	0	0
ENSMUSG00000016982.7	Pom121l2	0	0	0	0	0	0	0	0
ENSMUSG00000006179.10	Prss16	0	0	0	0	0	2	0	0
ENSMUSG00000085827.9	Gm11290	0	0	0	0	0	0	0	0
ENSMUSG00000043145.8	Gm11292	0	0	0	0	0	0	0	0
ENSMUSG00002076329.1	Gm54464	0.20	0.65	0.50	1.05	2.75	0.90	0.95	0.85
ENSMUSG00000069302.6	H2ac12	0.20	0.65	0.50	1.55	3.75	0.90	0.95	0.85
ENSMUSG00000062727.5	H2bc12	0	0	0	0	0	0	0	0.20
ENSMUSG00000060639.6	H4c9	0.20	4.60	4.00	0.60	17.00	2.20	12.40	7.00
ENSMUSG00000069301.6	H2ac11	0.20	0.95	0.80	2.48	3.30	0.90	0.85	1.05
ENSMUSG00002075113.1	Gm54471	0.20	0.95	0.80	1.15	2.05	0.90	0.85	1.05
ENSMUSG00000069300.4	H2bc11	0	0.20	0	0	0	0.20	0	0.60
ENSMUSG00000114817.2	Gm48356	0	1	0	0	0	0	0	0
ENSMUSG00000083873.2	Vmn1r-ps92	0	0	0	0	0	0	0	0
ENSMUSG00000082869.2	Vmn1r-ps93	0	0	0	0	0	0	0	0
ENSMUSG00000084072.2	Gm11285	0	0	0	0	0	0	0	0
ENSMUSG00002075366.1	Gm54475	0	0	0	0	0	0	0	0
ENSMUSG00000069299.3	Vmn1r188	0	0	0	0	0	0	0	0
ENSMUSG00000081334.2	Vmn1r-ps94	0	0	0	0	0	0	0	0
ENSMUSG00000099611.3	Vmn1r189	0	0	0	0	0	0	0	0
ENSMUSG00000081469.2	Vmn1r-ps95	0	0	0	0	0	0	0	0
ENSMUSG00000114620.3	Vmn1r-ps96	0	0	0	0	0	0	0	0
ENSMUSG00000083167.2	Vmn1r-ps97	0	0	0	0	0	0	0	0
ENSMUSG00000089973.4	Vmn1r190-ps	0	0	0	0	0	0	0	0
ENSMUSG00000083319.2	Gm11284	0	0	0	0	0	0	0	0
ENSMUSG00000095916.3	Vmn1r191	0	0	0	0	0	0	0	0
ENSMUSG00000083348.2	Vmn1r-ps99	0	0	0	0	0	0	0	0
ENSMUSG00000099787.4	Vmn1r192	0	0	0	0	0	0	0	0
ENSMUSG00002076520.1	Gm54477	0	0	0	0	0	0	0	0
ENSMUSG00002075763.1	Gm54478	0	0	0	0	0	0	0	0
ENSMUSG00000046932.3	Vmn1r193	0	0	0	0	0	0	0	0
ENSMUSG00000069297.2	Vmn1r194	0	0	0	0	0	0	0	0
ENSMUSG00000069296.5	Vmn1r195	0	0	0	0	0	0	0	0
ENSMUSG00000084038.3	Gm11295	1	0	0	0	0.50	0	0	0
ENSMUSG00000069295.3	Vmn1r196	0	0	0	0	0	0	0	0
ENSMUSG00000082785.4	Vmn1r-ps100	0	0	0	0	0	0	0	0
ENSMUSG00000069294.3	Vmn1r197	0	0	0	0	0	0	0	0
ENSMUSG00000114499.2	Gm48489	0	0	0	0	0	0	0	0
ENSMUSG00000095125.3	Vmn1r198	0	0	0	0	0	0	0	0
ENSMUSG00000114666.2	Vmn1r-ps101	0	0	0	0	0	0	0	0
ENSMUSG00000069292.5	Vmn1r199	0	0	0	0	0	0	0	0
ENSMUSG00000081080.2	Vmn1r-ps102	0	0	0	0	0	0	0	0
ENSMUSG00000101073.3	Vmn1r200	0	0	0	0	0	0	0	0
ENSMUSG00000084924.4	Vmn1r-ps103	0	0	0	0	0	0	0	0
ENSMUSG00000081283.2	Vmn1r-ps104	0	0	0	0	0	0	0	0
ENSMUSG00000083940.4	Gm11298	0	0	0	0	0	0	0	0
ENSMUSG00000094898.3	Vmn1r201	0	0	0	0	0	0	0	0
ENSMUSG00000081717.2	Vmn1r-ps106	0	0	0	0	0	0	0	0
ENSMUSG00000080697.2	Vmn1r-ps107	0	0	0	0	0	0	0	0
ENSMUSG00000081495.2	Vmn1r-ps108	0	0	0	0	0	0	0	0
ENSMUSG00000094379.3	Vmn1r202	0	0	0	0	0	0	0	0
ENSMUSG00000069289.3	Vmn1r203	0	0	0	0	0	0	0	0
ENSMUSG00000087688.2	Gm11300	0	0	0	0	0	0	0	0
ENSMUSG00000094637.3	Vmn1r204	0	0	0	0	0	0	0	0
ENSMUSG00000100296.3	Vmn1r205	0	0	0	0	0	0	0	0
ENSMUSG00000101578.3	Vmn1r206	0	0	0	0	0	0	0	0
ENSMUSG00000081914.2	Vmn1r-ps109	0	0	0	0	0	0	0	0
ENSMUSG00000083413.2	Vmn1r-ps110	0	0	0	0	0	0	0	0
ENSMUSG00000082178.2	Gm11307	0	0	0	0	0	0	0	0
ENSMUSG00000083673.4	Vmn1r-ps111	0	0	0	0	0	0	0	0
ENSMUSG00000085221.3	Gm11309	0	0	0	0	0	0	0	0
ENSMUSG00000084136.5	Vmn1r207	0	0	0	0	0	0	0	0
ENSMUSG00000082540.2	Vmn1r-ps112	0	0	0	0	0	0	0	0
ENSMUSG00000081531.2	Vmn1r-ps113	0	0	0	0	0	0	0	0
ENSMUSG00000080730.2	Gm11313	0	0	0	0	0	0	0	0
ENSMUSG00000071493.6	Vmn1r208	0	0	0	0	0	0	0	0
ENSMUSG00000087643.2	Gm11314	0	0	0	0	0	0	0	0
ENSMUSG00000071491.3	Vmn1r209	0	0	0	0	0	0	0	0
ENSMUSG00000061296.3	Vmn1r210	0	0	0	0	0	0	0	0
ENSMUSG00000083297.2	Vmn1r-ps114	0	0	0	0	0	0	0	0
ENSMUSG00000063998.5	Vmn1r211	0	0	0	0	0	0	0	0
ENSMUSG00000082037.2	Vmn1r-ps116	0	0	0	0	0	0	0	0
ENSMUSG00000089615.3	Gm23774	0	0	0	0	0	0	0	0
ENSMUSG00000071490.6	Vmn1r212	0	0	0	0	0	0	0	0
ENSMUSG00000114527.3	Vmn1r-ps117	0	0	0	0	0	0	0	0
ENSMUSG00000094264.3	Gm11320	0	0	0	0	0	0	0	0
ENSMUSG00000082340.2	Gm11321	0	0	0	0	0	0	0	0
ENSMUSG00000082268.2	Vmn1r-ps120	0	0	0	0	0	0	0	0
ENSMUSG00000094485.2	Gm11322	0	0	0	0	0	0	0	0
ENSMUSG00000081060.2	Gm11318	0	0	0	0	0	0	0	0
ENSMUSG00000079064.3	Vmn1r-ps123	0	0	0	0	0	0	0	0
ENSMUSG00000060024.3	Vmn1r213	0	0	0	0	0	0	0	0
ENSMUSG00000082656.2	Vmn1r-ps125	0	0	0	0	0	0	0	0
ENSMUSG00000061829.5	Vmn1r214	0	0	0	0	0	0	0	0
ENSMUSG00000114394.2	Gm19153	0	0	0	0	0	0	0	0
ENSMUSG00000083124.2	Vmn1r-ps126	0	0	0	0	0	0	0	0
ENSMUSG00000099917.3	Vmn1r215	0	0	0	0	0	0	0	0
ENSMUSG00000115697.3	Vmn1r216	0	0	0	0	0	0	0	0
ENSMUSG00000116057.2	Vmn1r216	0	0	0	0	0	0	0	0
ENSMUSG00000080861.2	Gm11325	0	0	0	0	0	0	0	0
ENSMUSG00000081912.2	Vmn1r-ps127	0	0	0	0	0	0	0	0
ENSMUSG00000115791.2	Vmn1r217	0	0	0	0	0	0	0	0
ENSMUSG00000084315.3	Vmn1r-ps128	0	0	0	0	0	0	0	0
ENSMUSG00000115020.2	Vmn1r218	0	0	0	0	0	0	0	0
ENSMUSG00000061376.3	Vmn1r219	0	0	0	0	0	0	0	0
ENSMUSG00000096099.3	Vmn1r220	0	0	0	0	0	0	0	0
ENSMUSG00000114699.2	Vmn1r-ps131	0	0	0	0	0	0	0	0
ENSMUSG00000080794.2	Vmn1r-ps132	0	0	0	0	0	0	0	0
ENSMUSG00000082316.5	Vmn1r221	0	0	0	0.33	0	0	0	0
ENSMUSG00000114811.2	Vmn1r-ps133	0	0	0	0	0	0	0	0
ENSMUSG00000061022.6	Vmn1r222	0	0	0	0	0	0	0	0
ENSMUSG00000069280.3	Vmn1r223	0	0	0	0	0	0	0	0
ENSMUSG00000082593.2	Gm11331	0	0	0	0	0	0	0	0
ENSMUSG00000084096.2	Vmn1r-ps135	0	0	0	0.50	0	0	0	0
ENSMUSG00000085488.2	4930557F10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000085122.2	4933404K08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000080698.2	Gm11333	0	0	0	0	0	0	0	0
ENSMUSG00000087097.2	4930586N03Rik	0	0	0	0.50	0	0.50	0	0.50
ENSMUSG00000046351.12	Zfp322a	60	54	38	53.50	59	48.50	26	45.50
ENSMUSG00000083667.2	Gm11334	0	0	0	0	0	0	0	0
ENSMUSG00000036376.4	Abt1	6	18.00	5	7.00	14	19.00	15.00	8.00
ENSMUSG00000085024.3	C230035I16Rik	4	3	8	8	9	26	13	4
ENSMUSG00000113440.2	Gm46404	13	16	18	10	33	24	41	32
ENSMUSG00000000706.17	Btn1a1	0	0	0	0	0	0	0	0
ENSMUSG00000053216.16	Btn2a2	0	0	0	0	0	0	0	0
ENSMUSG00002076655.1	Gm54514	0	0	0	0	0	0	0	0
ENSMUSG00000085016.3	Gm11335	0	2	0	0	0	0	0	1
ENSMUSG00000060981.8	H4c8	57.50	63.40	63.30	62.60	112.03	57.90	42.40	54.20
ENSMUSG00000061991.3	H2ac10	0.10	0.30	0	0.10	0.40	0.20	0.30	0.20
ENSMUSG00002076445.1	Gm55640	0.10	0.30	0	0.10	0.40	0.20	0.30	0.20
ENSMUSG00000099517.3	H3c8	0	0	0	0	0	0	0	0
ENSMUSG00000114456.2	H2bc9	1	0	0	0	0	0	0.67	0.53
ENSMUSG00000100210.3	H3c7	0	0.50	1	0.50	0	4.50	0	0
ENSMUSG00000069274.4	H4c6	1.40	0.40	1.70	1.93	3.93	1.70	4.20	3.90
ENSMUSG00000052565.8	H1f3	1	1	1	0	2	0	0	0
ENSMUSG00000069273.3	H3c6	0	0.50	4	1.50	0	4.50	0	0
ENSMUSG00000069272.7	H2ac8	0.20	1.10	2.57	0.70	1.60	1.20	1.30	0.70
